iShares Russell 1000 ETF
Fund Holdings as of,"Mar 27, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"120,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EWBC","EAST WEST BANCORP INC","Financials","Equity","10,096,491.24","0.02","10,096,491.24","97,119.00","103.96","United States","NASDAQ","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","10,083,160.44","0.02","10,083,160.44","89,652.00","112.47","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","10,066,630.44","0.02","10,066,630.44","83,492.00","120.57","United States","NYSE","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","9,973,692.00","0.02","9,973,692.00","35,748.00","279.00","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","9,962,139.85","0.02","9,962,139.85","38,285.00","260.21","United States","NASDAQ","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","9,911,187.45","0.02","9,911,187.45","22,635.00","437.87","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","9,885,219.30","0.02","9,885,219.30","105,106.00","94.05","United States","NYSE","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","9,867,681.84","0.02","9,867,681.84","117,809.00","83.76","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","9,860,570.72","0.02","9,860,570.72","116,116.00","84.92","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","9,846,640.10","0.02","9,846,640.10","141,130.00","69.77","United States","NASDAQ","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","9,807,504.72","0.02","9,807,504.72","149,916.00","65.42","United States","NASDAQ","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE INC","Real Estate","Equity","9,776,538.75","0.02","9,776,538.75","33,375.00","292.93","United States","NYSE","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","9,739,751.12","0.02","9,739,751.12","71,896.00","135.47","United States","NYSE","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","9,716,692.35","0.02","9,716,692.35","83,355.00","116.57","United States","NASDAQ","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","9,665,854.80","0.02","9,665,854.80","59,640.00","162.07","Peru","NYSE","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","9,624,470.38","0.02","9,624,470.38","29,561.00","325.58","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","9,593,145.48","0.02","9,593,145.48","180,764.00","53.07","United States","NYSE","USD","1.00","USD","-"
"MDLN","MEDLINE INC CLASS A","Health Care","Equity","9,558,502.80","0.02","9,558,502.80","231,105.00","41.36","United States","NASDAQ","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,553,456.00","0.02","9,553,456.00","38,522.00","248.00","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","9,548,073.76","0.02","9,548,073.76","30,032.00","317.93","United States","NYSE","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,534,324.60","0.02","9,534,324.60","128,322.00","74.30","United States","NASDAQ","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","9,495,350.68","0.02","9,495,350.68","114,692.00","82.79","United States","NYSE","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","9,490,313.20","0.02","9,490,313.20","71,270.00","133.16","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","9,415,834.47","0.02","9,415,834.47","94,527.00","99.61","United States","NYSE","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","9,386,077.41","0.02","9,386,077.41","32,121.00","292.21","United States","NYSE","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","9,295,033.82","0.02","9,295,033.82","46,751.00","198.82","United States","NYSE","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","9,271,146.15","0.02","9,271,146.15","205,341.00","45.15","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,271,690.58","0.02","9,271,690.58","55,261.00","167.78","United States","NYSE","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","9,255,023.91","0.02","9,255,023.91","35,307.00","262.13","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","9,242,230.80","0.02","9,242,230.80","48,849.00","189.20","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","9,168,580.20","0.02","9,168,580.20","486,655.00","18.84","United States","NASDAQ","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","9,160,157.64","0.02","9,160,157.64","670,092.00","13.67","United States","NYSE","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","9,130,103.88","0.02","9,130,103.88","109,988.00","83.01","United States","NYSE","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","9,086,160.00","0.02","9,086,160.00","204,000.00","44.54","United States","NYSE","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","9,068,698.56","0.02","9,068,698.56","137,906.00","65.76","United States","NYSE","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","9,000,030.04","0.02","9,000,030.04","88,201.00","102.04","United States","NYSE","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","8,964,674.40","0.02","8,964,674.40","68,370.00","131.12","United States","NYSE","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","8,965,600.50","0.02","8,965,600.50","26,755.00","335.10","United States","NYSE","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","8,884,183.00","0.02","8,884,183.00","149,314.00","59.50","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","8,860,884.55","0.02","8,860,884.55","149,905.00","59.11","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","8,862,941.52","0.02","8,862,941.52","27,036.00","327.82","United States","NYSE","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","8,825,721.28","0.02","8,825,721.28","68,779.00","128.32","United States","NASDAQ","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","8,820,463.35","0.02","8,820,463.35","99,565.00","88.59","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","8,815,006.64","0.02","8,815,006.64","192,973.00","45.68","United States","NYSE","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","8,811,289.44","0.02","8,811,289.44","15,632.00","563.67","United States","NYSE","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR CORP","Information Technology","Equity","8,803,895.61","0.02","8,803,895.61","97,399.00","90.39","United States","NASDAQ","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","8,781,060.80","0.02","8,781,060.80","90,016.00","97.55","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","8,768,849.40","0.02","8,768,849.40","120,286.00","72.90","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","8,750,775.50","0.02","8,750,775.50","60,559.00","144.50","United States","NYSE","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","8,712,025.20","0.02","8,712,025.20","459,495.00","18.96","United States","NYSE","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","8,696,425.44","0.02","8,696,425.44","60,108.00","144.68","United States","NYSE","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","8,657,974.26","0.02","8,657,974.26","47,203.00","183.42","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","8,648,161.68","0.02","8,648,161.68","137,316.00","62.98","United States","NYSE","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","8,615,850.60","0.02","8,615,850.60","103,868.00","82.95","United States","NYSE","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","8,606,726.96","0.02","8,606,726.96","38,818.00","221.72","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","8,576,534.40","0.02","8,576,534.40","24,702.00","347.20","United States","NYSE","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","8,532,182.88","0.02","8,532,182.88","45,058.00","189.36","United States","NYSE","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","8,532,401.60","0.02","8,532,401.60","54,305.00","157.12","United States","NYSE","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","8,522,434.17","0.02","8,522,434.17","116,379.00","73.23","United States","NASDAQ","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS","Consumer Discretionary","Equity","8,502,754.14","0.02","8,502,754.14","123,983.00","68.58","United States","NYSE","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","8,502,924.81","0.02","8,502,924.81","113,327.00","75.03","United States","NASDAQ","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","8,485,851.36","0.02","8,485,851.36","185,808.00","45.67","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,487,495.65","0.02","8,487,495.65","193,205.00","43.93","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","8,443,344.24","0.02","8,443,344.24","84,696.00","99.69","United States","NYSE","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","8,435,784.48","0.02","8,435,784.48","155,527.00","54.24","United States","NYSE","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,393,110.63","0.02","8,393,110.63","135,133.00","62.11","United States","NYSE","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","8,367,049.92","0.02","8,367,049.92","326,328.00","25.64","United States","NYSE","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","8,354,662.65","0.02","8,354,662.65","77,037.00","108.45","United States","NYSE","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","8,337,288.75","0.02","8,337,288.75","36,125.00","230.79","United States","NYSE","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,285,753.06","0.02","8,285,753.06","83,207.00","99.58","United States","NYSE","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","8,262,345.63","0.02","8,262,345.63","194,271.00","42.53","United States","NASDAQ","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","8,237,787.48","0.02","8,237,787.48","30,132.00","273.39","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","8,178,372.30","0.02","8,178,372.30","492,970.00","16.59","United States","NYSE","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","8,164,493.28","0.02","8,164,493.28","202,392.00","40.34","United States","NYSE","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","8,132,229.07","0.02","8,132,229.07","550,591.00","14.77","United States","NASDAQ","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,126,003.40","0.02","8,126,003.40","99,620.00","81.57","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","8,115,721.56","0.02","8,115,721.56","52,218.00","155.42","United States","NYSE","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","8,103,870.66","0.02","8,103,870.66","48,707.00","166.38","United States","NASDAQ","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","8,061,185.42","0.02","8,061,185.42","94,327.00","85.46","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,045,095.56","0.02","8,045,095.56","52,476.00","153.31","United States","NASDAQ","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","8,040,311.82","0.02","8,040,311.82","347,614.00","23.13","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","8,040,572.28","0.02","8,040,572.28","303,189.00","26.52","United States","NASDAQ","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","8,027,222.82","0.02","8,027,222.82","117,926.00","68.07","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","8,013,799.17","0.02","8,013,799.17","364,761.00","21.97","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","7,983,230.40","0.02","7,983,230.40","41,066.00","194.40","United States","NYSE","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","7,958,393.90","0.02","7,958,393.90","191,630.00","41.53","United States","NASDAQ","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","7,954,691.00","0.02","7,954,691.00","166,940.00","47.65","United States","NYSE","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","7,942,849.20","0.02","7,942,849.20","110,088.00","72.15","United States","NASDAQ","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","7,914,788.70","0.02","7,914,788.70","90,818.00","87.15","United States","NASDAQ","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","7,903,397.55","0.02","7,903,397.55","357,135.00","22.13","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","7,889,453.10","0.02","7,889,453.10","234,945.00","33.58","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","7,868,660.28","0.02","7,868,660.28","22,602.00","348.14","United States","NASDAQ","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","7,807,711.01","0.02","7,807,711.01","97,633.00","79.97","United States","NYSE","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","7,787,237.09","0.02","7,787,237.09","62,917.00","123.77","United States","NASDAQ","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","7,702,263.36","0.02","7,702,263.36","118,278.00","65.12","United States","NASDAQ","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","7,683,210.64","0.02","7,683,210.64","42,056.00","182.69","United States","NASDAQ","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","7,662,358.32","0.02","7,662,358.32","56,712.00","135.11","United States","NYSE","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","7,660,263.06","0.02","7,660,263.06","216,759.00","35.34","United States","NYSE","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","7,651,398.42","0.02","7,651,398.42","789,618.00","9.69","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","7,609,289.76","0.02","7,609,289.76","110,568.00","68.82","United States","NYSE","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","7,586,553.66","0.02","7,586,553.66","81,001.00","93.66","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","7,583,170.40","0.02","7,583,170.40","35,555.00","213.28","United States","NYSE","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","7,583,882.28","0.02","7,583,882.28","47,346.00","160.18","United States","NASDAQ","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","7,572,628.98","0.02","7,572,628.98","210,878.00","35.91","United States","NYSE","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","7,523,545.10","0.02","7,523,545.10","106,070.00","70.93","United States","NYSE","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","7,514,125.81","0.02","7,514,125.81","198,839.00","37.79","United States","NYSE","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","7,482,305.76","0.02","7,482,305.76","421,301.00","17.76","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,435,474.56","0.02","7,435,474.56","76,686.00","96.96","United States","NYSE","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","7,435,618.08","0.02","7,435,618.08","186,637.00","39.84","United States","NYSE","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","7,358,466.32","0.02","7,358,466.32","36,313.00","202.64","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","7,322,344.40","0.02","7,322,344.40","40,388.00","181.30","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","7,244,879.62","0.02","7,244,879.62","113,663.00","63.74","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","7,235,865.14","0.02","7,235,865.14","133,651.00","54.14","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","7,201,117.12","0.02","7,201,117.12","39,128.00","184.04","United States","NYSE","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","7,182,747.00","0.02","7,182,747.00","25,740.00","279.05","United States","NYSE","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","7,167,692.00","0.02","7,167,692.00","511,978.00","14.00","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","7,112,265.60","0.02","7,112,265.60","15,763.00","451.20","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","7,106,254.82","0.02","7,106,254.82","387,473.00","18.34","United States","NASDAQ","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","7,109,042.07","0.02","7,109,042.07","34,809.00","204.23","United States","NYSE","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","7,074,388.16","0.02","7,074,388.16","341,428.00","20.72","United States","NASDAQ","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,058,682.93","0.02","7,058,682.93","27,079.00","260.67","United States","NYSE","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","7,036,325.52","0.02","7,036,325.52","20,188.00","348.54","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,003,300.80","0.02","7,003,300.80","83,472.00","83.90","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","6,958,901.08","0.02","6,958,901.08","73,067.00","95.24","United States","NYSE","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","6,933,952.25","0.02","6,933,952.25","82,675.00","83.87","United States","NYSE","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","6,915,025.78","0.02","6,915,025.78","145,457.00","47.54","United States","NYSE","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","6,858,409.16","0.02","6,858,409.16","182,356.00","37.61","United States","NASDAQ","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","6,814,776.65","0.02","6,814,776.65","69,845.00","97.57","United States","NYSE","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","6,804,532.54","0.02","6,804,532.54","59,449.00","114.46","United States","NYSE","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","6,796,339.68","0.02","6,796,339.68","37,104.00","183.17","United States","NYSE","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","6,785,979.20","0.02","6,785,979.20","318,890.00","21.28","United States","NASDAQ","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","6,758,145.98","0.02","6,758,145.98","86,102.00","78.49","United States","NYSE","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","6,680,533.42","0.02","6,680,533.42","79,739.00","83.78","United States","NYSE","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","6,670,778.40","0.02","6,670,778.40","112,530.00","59.28","United States","NYSE","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","6,663,144.64","0.02","6,663,144.64","621,562.00","10.72","United States","NYSE","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","6,652,781.80","0.02","6,652,781.80","50,134.00","132.70","United States","NYSE","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","6,632,655.24","0.02","6,632,655.24","241,363.00","27.48","United States","NYSE","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","6,620,892.25","0.02","6,620,892.25","222,551.00","29.75","United States","NYSE","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","6,606,083.70","0.02","6,606,083.70","137,198.00","48.15","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","6,603,048.72","0.02","6,603,048.72","272,403.00","24.24","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","6,589,486.20","0.02","6,589,486.20","104,995.00","62.76","United States","NYSE","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","6,530,861.96","0.02","6,530,861.96","142,876.00","45.71","United States","NASDAQ","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","6,513,124.80","0.02","6,513,124.80","90,272.00","72.15","United States","NYSE","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","6,489,613.00","0.02","6,489,613.00","70,310.00","92.30","United States","NYSE","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,474,043.71","0.02","6,474,043.71","46,141.00","140.31","United States","NYSE","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","6,406,635.30","0.02","6,406,635.30","289,893.00","22.10","United States","NYSE","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","6,400,191.78","0.02","6,400,191.78","162,359.00","39.42","United States","NYSE","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","6,391,557.63","0.02","6,391,557.63","71,231.00","89.73","United States","NYSE","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","6,363,427.95","0.02","6,363,427.95","132,987.00","47.85","United States","NASDAQ","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","6,251,956.08","0.01","6,251,956.08","59,793.00","104.56","United States","NYSE","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","6,246,916.66","0.01","6,246,916.66","18,686.00","334.31","United States","NASDAQ","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","6,248,529.54","0.01","6,248,529.54","60,742.00","102.87","United States","NYSE","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","6,243,543.24","0.01","6,243,543.24","219,998.00","28.38","United States","NYSE","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,224,562.72","0.01","6,224,562.72","47,088.00","132.19","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","6,198,498.81","0.01","6,198,498.81","77,067.00","80.43","United States","NYSE","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","6,145,247.36","0.01","6,145,247.36","12,139.00","506.24","United States","NYSE","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","6,123,943.10","0.01","6,123,943.10","110,242.00","55.55","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","6,089,721.60","0.01","6,089,721.60","262,488.00","23.20","United States","NYSE","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","6,060,077.55","0.01","6,060,077.55","41,693.00","145.35","United States","NASDAQ","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","6,055,012.47","0.01","6,055,012.47","63,543.00","95.29","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","6,053,668.80","0.01","6,053,668.80","109,272.00","55.40","United States","NASDAQ","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","6,016,116.98","0.01","6,016,116.98","58,918.00","102.11","United States","NYSE","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","5,985,600.72","0.01","5,985,600.72","46,036.00","130.02","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","5,928,055.89","0.01","5,928,055.89","21,981.00","269.69","United States","NYSE","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","5,905,371.00","0.01","5,905,371.00","46,950.00","125.78","United States","NYSE","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","5,850,365.43","0.01","5,850,365.43","316,407.00","18.49","United States","NYSE","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","5,842,431.35","0.01","5,842,431.35","108,899.00","53.65","United States","NASDAQ","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","5,838,008.07","0.01","5,838,008.07","122,673.00","47.59","United States","NASDAQ","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","5,808,638.40","0.01","5,808,638.40","81,582.00","71.20","United States","NYSE","USD","1.00","USD","-"
